pH,Turbidity,Diarrhea,Vomiting,Fever,Skin_Rash,Jaundice,Stomach_Pain,Label
7.42,2.26,0,0,0,0,0,0,None
5.63,47.41,1,0,0,0,0,1,E. coli
6.89,5.01,1,0,0,0,0,1,E. coli
7.03,71.49,1,0,0,0,0,1,E. coli
8.07,4.08,1,0,1,0,0,1,Salmonella
8.84,3.73,0,0,0,0,0,0,None
9.18,13.37,1,1,0,0,0,1,Vibrio cholerae
6.32,9.2,1,1,0,0,0,1,Vibrio cholerae
7.76,33.36,1,1,0,0,0,1,E. coli
8.35,9.27,1,0,0,0,0,1,E. coli
5.69,18.8,1,0,0,0,0,0,Protozoa
4.08,76.65,0,0,0,1,0,0,Fungi
9.29,9.23,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.84,1.64,1,0,1,0,0,1,Salmonella
5.91,27.04,1,0,0,0,0,0,Protozoa
9.45,5.24,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.08,45.92,1,1,0,0,0,1,Vibrio cholerae
4.49,14.14,0,0,0,0,0,0,Fungi
5.18,12.57,0,0,0,0,0,0,Fungi
8.28,5.37,1,1,0,0,0,0,Viruses
4.84,9.18,0,0,0,1,0,0,Fungi
9.56,10.82,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.3,70.04,1,1,0,0,0,0,Viruses
7.61,0.76,0,0,0,0,0,0,None
5.78,3.62,0,0,0,0,0,0,None
7.08,6.19,1,0,0,0,0,1,E. coli
8.54,50.56,0,0,0,0,0,0,None
5.66,4.19,0,0,0,0,0,0,None
9.82,7.36,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.57,13.83,1,0,0,0,0,0,Protozoa
9.68,3.75,0,0,0,0,0,0,None
8.17,12.54,0,0,0,0,1,0,Hepatitis A/E
6.99,9.08,1,1,0,0,0,1,Vibrio cholerae
8.84,2.72,0,0,0,0,0,0,None
7.2,10.35,1,1,1,0,0,1,Salmonella
4.41,9.79,0,0,0,0,0,0,Fungi
4.28,11.14,1,1,0,0,0,1,Vibrio cholerae
8.41,2.6,0,0,0,0,0,0,None
7.22,3.09,0,0,0,0,1,0,Hepatitis A/E
6.68,10.83,1,0,0,0,0,1,E. coli
4.2,5.64,0,0,0,1,0,0,Fungi
9.11,55.23,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.38,3.43,0,0,0,1,0,0,Fungi
7.4,1.26,0,0,0,0,0,0,None
6.66,1.22,0,0,0,0,0,0,None
6.83,2.57,0,0,0,0,0,0,None
8.4,9.07,0,0,0,0,0,1,E. coli
4.17,5.6,1,0,1,0,0,1,Salmonella
4.18,30.79,0,0,0,0,0,0,Fungi
5.49,5.72,0,0,0,0,0,0,Fungi
6.34,10.39,1,0,0,0,0,1,E. coli
7.2,14.38,1,0,0,0,0,1,E. coli
8.54,6.4,0,0,0,0,0,1,Vibrio cholerae
4.87,8.55,0,0,0,0,0,0,Fungi
8.65,13.86,0,0,0,0,0,0,None
5.98,12.68,1,0,0,0,0,0,Protozoa
4.08,3.57,0,0,0,0,0,0,Fungi
7.11,11.54,1,1,0,0,0,1,E. coli
5.84,7.82,1,0,0,0,0,1,E. coli
8.24,0.87,0,0,0,1,0,0,Cyanobacteria
9.41,5.24,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.66,14.09,0,0,0,0,0,0,None
5.03,3.78,0,0,0,0,0,0,Fungi
8.68,3.18,0,0,1,0,1,0,Hepatitis A/E
4.89,1.53,0,0,0,0,0,0,Fungi
6.4,12.45,1,1,0,0,0,1,E. coli
8.6,2.05,0,0,0,0,0,1,None
5.9,6.98,1,1,1,0,0,1,Salmonella
8.59,3.9,1,1,0,0,0,1,Vibrio cholerae
9.25,7.72,1,1,0,0,0,1,Vibrio cholerae
7.34,0.71,0,0,0,0,0,0,None
6.03,6.27,1,0,0,0,0,0,Protozoa
6.25,4.25,0,0,0,0,0,0,None
4.01,14.25,0,0,0,0,0,0,Fungi
7.93,9.36,1,1,0,0,0,1,E. coli
5.5,4.17,0,0,1,0,0,0,None
4.89,17.54,1,1,0,1,0,1,Vibrio cholerae
6.89,1.71,0,0,0,0,0,1,None
4.61,0.33,0,0,0,0,0,0,Fungi
5.74,5.81,1,1,0,0,0,1,E. coli
9.18,14.12,1,0,1,0,0,1,Salmonella
8.04,19.29,0,0,0,0,1,0,Hepatitis A/E
4.46,23.93,0,0,0,0,0,0,Fungi
8.74,11.98,0,0,0,0,0,0,None
7.99,7.99,1,1,0,0,0,1,E. coli
5.71,22.81,1,1,0,0,0,1,Vibrio cholerae
8.37,13.29,1,0,0,0,0,1,E. coli
6.65,4.86,0,0,0,0,0,0,None
7.19,46.37,1,0,0,0,0,1,E. coli
4.06,9.99,0,0,0,0,0,0,Fungi
4.72,5.49,0,0,0,0,0,0,Fungi
9.34,3.96,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.31,7.71,0,0,0,0,0,0,Protozoa
7.7,8.44,1,0,0,0,0,0,Protozoa
6.83,5.23,1,0,0,0,0,0,Protozoa
7.41,7.57,1,1,0,0,0,1,Vibrio cholerae
4.94,34.44,1,1,0,1,0,1,Vibrio cholerae
5.42,1.76,0,0,0,0,0,0,Fungi
6.13,45.07,1,0,0,0,0,0,Protozoa
4.29,3.14,1,1,0,0,0,1,Vibrio cholerae
7.08,1.02,0,0,0,0,0,0,None
9.57,8.87,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.64,4.07,1,1,0,0,0,1,Vibrio cholerae
8.16,41.2,1,0,0,0,0,0,Protozoa
6.08,2.66,0,0,0,0,0,1,None
8.57,3.19,0,0,0,0,0,0,None
6.37,3.12,1,1,0,0,0,1,Vibrio cholerae
6.09,0.53,0,0,0,0,0,0,None
6.37,9.23,1,1,0,0,0,1,Vibrio cholerae
4.74,9.09,0,0,0,1,0,0,Fungi
7.64,98.99,1,1,0,0,0,1,E. coli
7.98,4.46,0,0,0,0,0,0,None
9.45,4.88,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.63,1.79,0,0,0,0,0,0,Fungi
8.73,14.68,0,0,0,0,0,0,None
6.74,4.66,0,0,0,0,0,0,None
8.69,9.93,0,0,0,0,0,0,None
7.07,7.3,1,0,0,0,0,1,E. coli
7.59,11.77,1,1,0,0,0,1,E. coli
4.44,98.25,1,1,0,0,0,1,Vibrio cholerae
8.95,10.61,0,0,0,0,0,0,None
9.43,9.32,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.74,7.66,1,0,0,0,0,1,E. coli
7.24,12.26,1,0,0,0,0,0,Protozoa
4.38,4.42,0,0,0,0,0,0,Fungi
6.06,14.28,1,0,1,0,0,1,Salmonella
4.41,79.38,0,0,0,1,0,0,Fungi
8.5,0.94,0,0,0,0,0,0,None
8.92,13.36,0,0,0,0,0,0,None
5.58,63.93,1,1,0,0,0,1,Vibrio cholerae
5.02,10.99,0,0,0,0,0,0,Fungi
8.12,4.99,0,0,0,0,0,0,None
9.82,88.15,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.56,14.61,1,0,0,0,0,1,E. coli
7.76,6.93,1,0,0,0,0,1,E. coli
5.92,5.95,1,0,1,0,0,1,Salmonella
7.89,58.26,1,0,0,0,0,1,E. coli
8.12,12.11,1,0,0,0,0,1,E. coli
9.07,32.45,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.83,3.92,0,0,0,0,0,0,None
9.81,7.37,0,0,0,0,1,0,Hepatitis A/E
7.06,7.13,1,0,1,0,0,1,Salmonella
7.7,5.71,1,1,0,0,0,1,Vibrio cholerae
7.37,1.07,0,0,0,0,0,0,None
9.43,8.17,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.82,78.85,1,1,0,0,0,0,Viruses
5.47,13.07,1,1,0,1,0,1,Vibrio cholerae
9.99,96.2,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.95,9.13,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.81,6.97,1,0,0,0,0,0,Protozoa
6.35,80.7,1,0,0,0,0,0,Protozoa
4.1,15.22,0,0,0,0,0,0,Fungi
9.97,1.68,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.74,13.8,1,1,0,0,0,1,Vibrio cholerae
8.15,10.31,1,0,0,0,0,0,Protozoa
6.2,9.56,1,0,0,0,0,1,E. coli
4.31,36.68,0,0,0,0,0,0,Fungi
4.17,6.19,0,0,0,1,0,0,Fungi
5.13,3.83,0,0,0,1,0,0,Fungi
8.68,11.31,0,0,0,0,0,0,None
4.78,40.65,1,1,0,1,0,1,Vibrio cholerae
4.5,40.94,0,0,0,1,0,0,Fungi
7.66,8.66,1,0,0,0,0,0,Protozoa
9.12,9.04,1,0,1,0,0,1,Salmonella
6.8,14.0,1,0,1,0,0,1,Salmonella
4.75,2.44,0,0,0,1,0,0,Fungi
8.09,1.3,0,0,0,0,1,0,Hepatitis A/E
8.51,52.64,0,0,0,0,0,0,None
8.97,70.12,0,0,0,0,0,0,None
6.5,3.38,1,1,0,0,0,1,Vibrio cholerae
6.49,7.72,1,0,0,0,0,1,E. coli
5.38,47.06,0,0,0,0,0,1,Salmonella
4.46,14.22,1,1,0,0,0,1,Vibrio cholerae
5.22,14.16,0,0,0,1,0,0,Fungi
5.66,4.48,0,0,0,0,0,0,None
9.19,12.45,1,0,1,0,0,1,Salmonella
5.37,2.0,0,0,0,1,0,0,Fungi
4.52,5.54,0,0,0,0,0,0,Fungi
5.18,3.79,0,0,0,0,0,0,Fungi
4.01,10.4,0,0,0,0,0,0,Fungi
5.68,7.12,1,0,0,0,0,1,E. coli
9.44,1.72,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.9,4.79,1,0,1,0,0,1,Salmonella
5.49,75.59,1,0,1,1,0,1,Salmonella
6.55,7.54,1,1,0,0,0,1,E. coli
5.39,14.2,1,0,1,0,0,1,Salmonella
7.72,8.05,1,0,0,0,0,1,E. coli
7.76,8.19,1,0,0,0,0,1,E. coli
7.05,61.3,1,0,0,0,0,0,Protozoa
5.63,4.21,0,0,0,0,0,0,None
7.95,5.91,0,0,1,0,1,0,Hepatitis A/E
7.11,39.33,0,0,1,0,1,0,Hepatitis A/E
6.38,36.89,1,1,0,0,0,1,E. coli
5.57,3.8,0,0,0,0,0,0,None
6.3,0.61,0,0,0,0,0,0,None
4.32,86.52,0,0,0,1,0,0,Fungi
9.07,14.64,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.39,12.83,1,0,0,0,0,0,Protozoa
9.64,6.49,0,0,0,0,1,0,Hepatitis A/E
6.29,49.16,1,0,0,0,0,0,Protozoa
6.95,5.69,1,0,0,0,0,0,Protozoa
8.63,13.09,0,0,0,0,0,0,None
4.23,68.08,1,1,0,0,0,1,Vibrio cholerae
6.67,0.12,0,0,0,0,0,0,None
8.12,4.83,1,0,1,0,0,1,Salmonella
6.7,8.24,1,1,0,0,0,1,Vibrio cholerae
6.42,26.33,1,1,0,0,0,1,Vibrio cholerae
6.93,4.41,1,0,1,0,0,1,Salmonella
9.53,43.74,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.89,19.36,0,0,0,1,0,0,Fungi
9.9,6.06,1,1,0,0,0,1,Vibrio cholerae
8.16,11.75,0,0,0,0,0,0,Viruses
4.65,12.41,1,0,1,0,0,1,Salmonella
9.69,9.14,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.82,53.36,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.29,8.33,0,0,0,1,0,0,Fungi
6.89,2.53,0,0,0,0,0,0,None
4.53,12.42,0,0,0,1,0,0,Fungi
6.41,42.48,1,0,0,0,0,1,E. coli
5.06,8.9,0,0,0,0,0,0,Fungi
9.79,9.3,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.49,70.86,1,1,0,0,0,1,E. coli
9.4,10.48,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.85,4.69,0,0,0,0,0,0,None
9.7,24.03,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.54,13.18,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.18,9.96,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.75,1.96,0,0,0,0,0,0,None
9.36,4.42,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.93,28.84,1,0,0,0,0,1,E. coli
8.46,6.11,1,1,0,0,0,0,Viruses
6.55,27.41,1,0,0,0,0,1,E. coli
8.01,9.86,1,0,0,0,0,0,Protozoa
7.99,50.26,1,0,0,0,0,0,Protozoa
4.35,7.01,1,1,0,0,0,1,Vibrio cholerae
5.26,9.16,0,0,0,1,0,0,Fungi
9.3,5.89,0,0,0,0,0,0,None
7.63,7.9,1,0,0,0,0,0,Protozoa
9.51,62.36,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.87,0.72,0,0,0,0,1,0,Hepatitis A/E
7.32,5.51,1,1,0,0,0,1,Vibrio cholerae
7.29,12.06,0,0,0,0,1,0,Hepatitis A/E
8.41,7.75,1,0,0,0,0,1,E. coli
7.83,8.31,1,0,0,0,0,1,E. coli
5.69,5.16,1,1,0,0,0,1,E. coli
7.97,11.47,1,1,0,0,0,1,Vibrio cholerae
9.29,94.1,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.43,4.24,0,0,0,0,0,1,None
6.05,13.14,1,1,0,0,0,1,E. coli
4.9,3.66,0,0,0,1,0,0,Fungi
9.31,7.64,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.27,13.02,1,1,0,0,0,1,Vibrio cholerae
9.35,4.43,1,1,0,0,0,1,Vibrio cholerae
4.82,4.5,0,0,0,1,0,0,Fungi
5.95,0.87,0,0,0,0,0,0,None
5.4,8.79,0,0,0,0,0,0,Fungi
7.49,14.96,1,1,0,0,0,1,Vibrio cholerae
6.22,3.49,0,0,0,0,0,0,None
4.35,8.34,0,0,0,1,0,0,Fungi
8.67,13.54,0,0,0,0,0,0,None
6.16,5.16,1,0,0,0,0,1,E. coli
8.54,1.16,0,0,0,0,0,0,None
5.9,3.05,0,0,0,0,0,0,None
5.29,14.45,0,0,0,0,0,0,Fungi
9.35,2.54,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.83,1.16,0,0,0,0,0,0,Fungi
6.73,2.03,0,0,0,0,0,0,None
8.27,10.13,0,0,1,0,1,0,Hepatitis A/E
6.82,14.95,1,1,1,0,0,1,Salmonella
8.44,9.55,1,1,0,0,0,1,Vibrio cholerae
8.68,8.73,0,0,0,0,0,0,None
8.99,2.1,0,0,0,0,0,0,None
8.77,73.14,0,0,1,0,0,0,None
6.34,10.27,1,0,0,0,0,1,E. coli
5.93,3.85,0,0,0,0,0,0,None
5.55,7.52,1,1,0,0,0,1,Vibrio cholerae
5.92,9.24,1,1,0,0,0,1,Vibrio cholerae
7.04,13.14,1,0,0,0,0,0,Protozoa
6.7,13.37,1,0,0,0,0,1,E. coli
9.25,86.66,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.71,41.89,0,0,0,1,0,0,Fungi
6.03,61.33,1,1,0,0,0,1,Vibrio cholerae
4.59,9.23,1,1,0,0,0,1,Vibrio cholerae
8.05,5.91,1,1,0,1,0,0,Cyanobacteria
8.8,62.52,0,0,1,0,0,0,None
6.43,14.23,1,1,0,0,0,1,Vibrio cholerae
7.59,5.93,1,1,0,1,0,1,Cyanobacteria
7.54,13.82,1,1,0,0,0,1,Vibrio cholerae
8.8,4.0,0,0,0,0,0,0,None
6.55,43.47,1,0,0,0,0,1,E. coli
4.55,0.61,0,0,1,0,1,0,Hepatitis A/E
9.69,7.52,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.56,12.33,1,0,0,0,0,1,E. coli
5.37,52.87,0,0,0,0,0,0,Fungi
4.92,6.43,0,0,0,0,0,0,Fungi
7.15,15.68,1,0,0,0,0,1,E. coli
5.47,12.81,0,0,0,0,0,0,Fungi
8.22,2.79,0,0,1,0,1,0,Hepatitis A/E
7.12,11.07,1,0,0,0,0,1,E. coli
8.66,14.45,1,0,1,0,0,1,Salmonella
9.04,10.83,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.03,8.95,0,0,0,0,0,0,Fungi
7.52,7.81,1,0,0,1,0,1,Cyanobacteria
5.88,5.57,1,0,0,0,0,1,E. coli
8.01,0.46,0,0,0,1,0,0,Cyanobacteria
5.42,64.17,0,0,0,0,0,0,Fungi
9.46,12.09,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.59,10.9,1,0,0,0,0,1,E. coli
8.29,12.27,1,0,0,0,0,1,E. coli
7.8,0.47,0,0,0,0,0,0,None
6.33,94.05,1,0,0,0,0,1,E. coli
4.2,22.4,0,0,0,1,0,0,Fungi
7.08,5.23,1,1,1,0,0,1,Salmonella
5.26,4.06,0,0,0,0,0,0,Fungi
7.91,10.96,1,1,0,0,0,1,Vibrio cholerae
6.6,9.27,1,0,0,0,0,0,Protozoa
5.17,9.81,1,1,0,0,0,1,Vibrio cholerae
4.62,50.43,0,0,0,0,0,0,Fungi
9.95,5.64,0,0,0,0,0,0,Sulfate-Reducing Bacteria
9.92,64.9,1,1,0,0,0,1,Vibrio cholerae
9.27,6.5,1,1,0,0,0,1,Vibrio cholerae
8.59,0.7,0,0,0,0,0,0,None
4.96,0.71,1,0,1,0,0,1,Salmonella
6.09,5.93,1,0,0,0,0,1,E. coli
6.54,57.75,1,0,0,0,0,0,Protozoa
6.6,10.16,1,0,1,0,0,1,Salmonella
5.93,5.93,1,0,0,0,0,0,Protozoa
5.47,5.92,0,0,0,0,0,0,Fungi
5.62,4.7,1,0,1,0,0,1,Salmonella
5.42,11.76,0,0,0,0,0,0,Fungi
9.51,8.87,1,0,1,0,0,1,Salmonella
6.16,76.88,1,0,0,0,0,0,Protozoa
9.88,19.18,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.32,9.42,0,0,0,0,0,0,Fungi
6.75,79.36,1,0,0,0,0,1,E. coli
5.22,9.47,0,0,0,1,0,0,Fungi
7.32,9.88,1,0,0,0,0,0,Protozoa
5.63,13.09,1,0,0,0,0,0,Protozoa
4.96,7.82,0,0,0,1,0,0,Fungi
9.17,96.05,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.25,4.87,1,1,0,0,0,1,Vibrio cholerae
9.48,10.44,0,0,0,0,0,0,None
4.78,6.73,0,0,0,1,0,0,Fungi
5.03,1.73,0,0,0,1,0,0,Fungi
4.22,74.45,1,0,1,0,0,1,Salmonella
6.46,2.52,1,0,1,0,0,1,Salmonella
7.86,91.89,1,1,0,0,0,1,Vibrio cholerae
4.63,26.28,0,0,0,0,0,0,Fungi
7.91,0.71,0,0,0,0,0,0,None
6.36,15.33,1,0,0,0,0,0,Protozoa
8.86,10.57,0,0,0,0,0,0,None
4.19,12.16,1,0,1,0,0,1,Salmonella
4.15,10.13,0,0,0,0,0,0,Fungi
4.36,5.73,0,0,0,1,0,0,Fungi
6.03,5.23,1,1,0,0,0,1,E. coli
9.2,10.95,0,0,0,0,0,0,Sulfate-Reducing Bacteria
7.42,8.32,1,1,0,0,0,1,E. coli
8.8,14.23,0,0,0,0,0,0,None
5.7,10.15,1,1,0,0,0,0,Viruses
6.63,1.01,0,0,0,0,0,0,None
4.55,14.02,0,0,0,0,0,0,Fungi
4.16,8.18,0,0,0,1,0,0,Fungi
9.57,12.27,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.31,5.41,0,0,0,0,0,0,Fungi
6.07,9.75,0,0,0,0,0,1,E. coli
7.87,10.89,0,0,0,0,1,0,Hepatitis A/E
4.78,92.87,1,0,1,0,0,1,Salmonella
9.25,0.29,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.68,7.07,1,0,1,0,0,1,Salmonella
5.97,4.65,0,0,0,0,0,0,None
6.16,14.25,1,1,0,0,0,1,Vibrio cholerae
4.54,9.99,0,0,0,0,0,0,Fungi
5.63,2.9,0,0,0,0,0,0,None
8.13,4.74,0,0,0,0,0,0,None
7.7,5.13,1,0,1,0,0,1,Salmonella
6.59,0.54,0,0,0,0,0,0,None
5.2,14.22,0,0,0,0,1,0,Hepatitis A/E
6.4,14.59,1,0,0,0,0,0,Protozoa
8.62,1.02,0,0,0,0,0,0,None
9.62,72.85,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.75,9.66,0,0,0,1,0,0,Fungi
4.25,0.27,0,0,0,0,0,1,Salmonella
8.8,9.95,1,1,0,0,0,1,Vibrio cholerae
7.92,11.47,1,0,0,1,0,1,Cyanobacteria
8.0,10.55,1,1,0,0,0,1,Vibrio cholerae
8.39,4.35,0,0,0,1,0,0,Cyanobacteria
8.17,14.89,1,1,0,0,0,1,E. coli
4.27,8.68,1,0,1,0,0,1,Salmonella
9.0,3.15,0,0,0,0,0,0,None
6.98,2.37,0,0,0,0,0,0,None
8.86,10.4,0,0,0,0,0,0,None
8.54,16.8,0,0,0,0,0,0,None
9.09,13.76,0,0,0,0,0,0,Sulfate-Reducing Bacteria
5.01,12.72,0,0,0,0,0,0,Fungi
7.94,86.94,1,0,0,0,0,1,E. coli
6.91,9.63,1,1,0,0,0,1,Vibrio cholerae
6.04,6.17,1,0,0,0,0,0,Protozoa
4.95,70.56,1,0,1,0,0,1,Salmonella
7.79,8.91,1,0,0,0,0,1,E. coli
6.14,6.56,0,0,0,0,1,0,Hepatitis A/E
6.9,59.69,1,1,0,0,0,1,E. coli
9.62,1.54,0,0,0,0,0,1,None
8.87,61.34,1,1,0,0,0,1,Vibrio cholerae
5.21,3.58,0,0,0,0,0,0,Fungi
9.05,6.04,1,1,0,0,0,1,Vibrio cholerae
6.75,65.51,1,1,0,0,0,1,Vibrio cholerae
6.31,3.84,0,0,1,0,0,0,None
5.31,14.61,0,0,0,0,0,0,Fungi
4.52,28.67,1,1,0,0,0,1,Vibrio cholerae
6.65,0.4,0,0,0,0,0,0,None
6.82,9.0,1,0,0,0,0,0,Protozoa
7.66,13.88,1,1,0,0,0,1,Vibrio cholerae
7.66,9.54,1,1,0,1,0,0,Cyanobacteria
7.02,52.4,1,0,0,0,0,1,E. coli
7.54,6.64,1,0,0,0,0,0,Protozoa
6.72,13.03,0,0,1,0,1,0,Hepatitis A/E
4.37,12.87,1,1,0,1,0,1,Vibrio cholerae
5.09,83.66,0,0,0,1,0,0,Fungi
4.05,11.05,0,0,0,1,0,0,Fungi
8.44,3.25,0,0,0,0,0,0,None
9.34,8.5,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.27,12.52,1,0,0,0,0,1,E. coli
6.15,1.64,0,0,0,0,0,0,None
5.87,2.5,0,0,0,0,0,0,None
4.5,9.09,1,0,1,0,0,1,Salmonella
7.06,80.93,0,0,0,0,1,0,Hepatitis A/E
4.08,6.46,0,0,0,0,0,0,Fungi
8.62,4.07,1,1,0,0,0,1,Vibrio cholerae
5.58,2.59,0,0,0,0,0,1,None
9.13,8.13,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.98,5.7,1,0,0,0,0,1,E. coli
6.94,90.32,1,0,0,0,0,1,E. coli
5.37,7.91,0,0,0,0,0,0,Fungi
4.07,73.99,0,0,0,0,0,0,Fungi
8.8,2.36,0,0,0,0,0,0,None
6.85,12.98,1,1,0,0,0,1,E. coli
6.26,2.46,0,0,0,0,0,0,None
4.82,1.0,0,0,0,1,0,0,Fungi
7.8,9.95,1,0,0,0,0,0,Protozoa
8.78,23.38,1,0,1,0,0,1,Salmonella
6.65,6.5,1,0,0,0,0,0,Protozoa
8.62,66.03,0,0,0,0,0,0,None
8.77,2.39,0,0,0,0,0,0,None
9.59,50.6,1,1,0,0,0,1,Vibrio cholerae
4.23,95.42,0,0,0,0,0,0,Fungi
8.39,0.58,0,0,0,0,0,0,None
7.1,12.83,1,1,0,0,0,0,Viruses
4.44,2.86,0,0,0,0,0,0,Fungi
5.58,14.72,1,0,0,0,0,0,Protozoa
4.43,2.16,0,0,0,1,0,0,Fungi
8.14,41.52,1,0,0,0,0,1,E. coli
8.7,2.77,0,0,0,0,0,0,None
7.16,11.94,1,1,0,0,0,1,Vibrio cholerae
6.96,0.89,0,0,0,0,0,0,None
4.06,3.64,0,0,0,0,0,0,Fungi
5.02,8.83,1,1,0,0,0,1,Vibrio cholerae
9.03,0.99,0,0,0,0,0,0,Sulfate-Reducing Bacteria
8.07,7.43,1,1,0,0,0,1,E. coli
8.95,3.76,0,0,0,0,0,0,None
9.81,11.68,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.77,7.79,1,0,0,0,0,1,E. coli
6.24,4.31,0,0,1,0,0,0,None
9.43,14.6,1,0,1,0,0,1,Salmonella
5.96,8.53,1,0,0,0,0,0,Protozoa
5.17,14.79,1,1,0,1,0,1,Vibrio cholerae
6.76,10.87,1,1,0,0,0,1,Vibrio cholerae
8.12,34.95,1,0,1,0,0,1,Salmonella
9.46,14.91,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.12,7.71,1,0,0,0,0,1,E. coli
8.36,9.33,1,0,0,0,0,1,E. coli
9.8,5.12,1,0,1,0,0,1,Salmonella
5.28,8.28,0,0,0,0,1,0,Hepatitis A/E
6.8,5.34,1,1,0,0,0,1,Vibrio cholerae
5.27,5.09,1,1,0,1,0,1,Vibrio cholerae
4.43,9.57,1,1,0,1,0,1,Vibrio cholerae
9.01,16.62,1,0,1,0,0,1,Salmonella
5.73,9.86,1,1,0,0,0,1,E. coli
6.07,9.68,1,0,0,0,0,0,Protozoa
7.58,10.54,1,0,0,0,0,1,E. coli
4.28,13.61,0,0,0,1,0,0,Fungi
4.49,13.97,1,1,0,0,0,1,Vibrio cholerae
6.93,39.48,1,1,0,0,0,1,E. coli
4.51,0.6,0,0,0,0,0,0,Fungi
4.54,10.0,0,0,0,0,0,0,Fungi
8.78,0.9,0,0,1,0,0,0,None
7.6,11.67,0,0,0,0,0,0,Protozoa
6.78,9.47,1,1,0,0,0,1,Vibrio cholerae
9.71,8.85,0,0,0,0,1,0,Hepatitis A/E
7.04,4.84,1,1,0,0,0,1,Vibrio cholerae
5.95,12.96,1,0,0,0,0,1,E. coli
8.46,84.74,1,0,0,0,0,0,Protozoa
7.74,1.04,0,0,0,0,0,0,None
6.58,15.15,1,0,0,0,0,0,Protozoa
8.08,1.22,1,0,1,0,0,1,Salmonella
5.08,9.39,1,1,0,0,0,1,Vibrio cholerae
5.54,8.22,1,0,0,0,0,0,Protozoa
7.85,93.9,1,0,0,0,0,0,Protozoa
6.76,14.81,1,0,0,0,0,0,Protozoa
7.31,6.72,1,0,0,0,0,1,E. coli
5.54,11.58,1,0,0,0,0,1,E. coli
4.53,8.83,1,1,0,1,0,1,Vibrio cholerae
5.25,9.96,0,0,0,0,0,0,Fungi
4.94,10.01,1,0,1,0,0,1,Salmonella
9.97,3.3,0,0,0,0,0,0,Sulfate-Reducing Bacteria
6.84,80.88,1,1,0,0,0,1,E. coli
9.04,8.51,0,0,0,0,0,0,Sulfate-Reducing Bacteria
4.58,2.49,0,0,0,0,0,0,Fungi
6.2,6.14,0,0,0,0,1,0,Hepatitis A/E
5.02,6.46,0,0,0,1,0,0,Fungi
7.19,54.99,1,1,0,0,0,1,Vibrio cholerae
9.0,26.42,0,0,0,0,0,0,None
8.78,69.29,0,0,0,0,0,0,None
6.85,10.74,1,0,1,0,0,1,Salmonella
5.64,1.93,0,0,0,0,0,0,None
5.69,95.88,1,0,0,0,0,0,Protozoa
5.7,42.34,1,0,0,0,0,1,E. coli
5.07,13.98,0,0,0,0,0,0,Fungi
5.09,29.18,1,1,0,0,0,1,Vibrio cholerae
8.38,9.07,1,0,0,0,0,1,E. coli
4.23,2.9,0,0,0,0,0,0,Fungi
5.25,8.28,0,0,0,0,0,0,Fungi
5.57,11.16,1,1,0,0,0,1,E. coli
6.92,0.34,0,0,0,0,0,0,None
