diarrhea,vomiting,fever,stomach_pain,nausea,weakness,headache,jaundice,dark_urine,dehydration,rash,body_pain,blood_stool,loss_appetite,pH,turbidity,possible_microorganisms
0,1,0,0,0,1,1,1,0,1,0,0,0,0,8.3,13.1,Hepatitis A virus
1,0,1,1,0,0,0,1,1,1,1,1,1,1,7.2,13.2,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,1,0,1,0,1,0,1,1,1,1,1,1,0,6.5,6.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
0,0,0,0,1,0,0,1,0,0,1,0,1,1,8.5,5.4,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,0,1,1,1,1,1,0,1,1,1,0,0,6.2,5.1,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas"
1,1,0,1,1,0,0,1,1,1,0,0,1,1,8.2,0.7,Hepatitis A virus
0,0,0,1,1,1,0,1,1,1,0,0,1,0,8.9,9.6,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,1,1,0,1,1,0,0,0,0,1,1,1,6.2,3.0,"Salmonella typhi,Leptospira"
1,0,0,0,1,1,0,1,1,1,0,1,0,0,7.4,14.1,"Hepatitis A virus,E. coli,Giardia lamblia,Cryptosporidium"
0,0,1,1,0,1,1,1,1,1,1,0,0,0,7.7,1.6,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,1,0,1,0,1,1,1,1,1,1,1,5.2,13.9,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,0,0,0,0,0,0,1,0,1,1,1,1,0,6.8,10.8,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,1,1,0,0,0,0,1,0,0,1,0,1,0,7.3,2.2,"Hepatitis A virus,Pseudomonas"
0,0,1,0,0,1,0,0,1,0,0,0,0,1,8.4,9.5,"Salmonella typhi,Hepatitis A virus"
0,1,0,1,0,1,1,1,0,1,1,0,0,0,5.3,9.2,"Vibrio cholerae,E. coli,Giardia lamblia,Pseudomonas"
0,0,1,1,1,0,0,1,0,0,1,0,0,0,8.6,7.6,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,0,1,1,1,1,0,1,1,1,1,6.5,5.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
0,1,1,0,0,1,0,1,1,0,1,1,1,1,5.6,13.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
1,0,1,1,0,1,1,0,1,1,0,1,0,0,9.0,0.5,"Hepatitis A virus,Shigella spp."
0,1,1,1,0,0,0,1,0,0,1,1,0,0,6.1,14.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,0,1,1,0,1,1,0,1,1,1,1,1,0,7.5,3.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,0,0,1,1,1,0,1,1,0,0,1,0,7.2,6.3,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,1,1,0,0,0,0,1,1,1,0,0,0,5.6,14.4,"Vibrio cholerae,Salmonella typhi,Shigella spp.,Pseudomonas"
1,1,1,1,0,0,1,1,0,0,1,1,0,1,6.5,7.7,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
1,0,1,0,1,1,1,0,0,0,0,0,1,0,6.8,10.3,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,0,1,0,0,1,0,1,0,0,1,1,1,1,6.7,6.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira,Pseudomonas"
0,0,1,0,0,0,1,1,1,1,1,0,0,0,5.6,0.9,"Hepatitis A virus,Pseudomonas"
0,1,1,0,1,1,1,1,1,0,0,0,0,0,6.2,0.4,Hepatitis A virus
0,0,0,1,0,0,0,1,0,0,0,1,1,1,7.5,12.5,"Shigella spp.,E. coli,Giardia lamblia"
0,1,1,1,1,1,1,0,1,1,0,1,0,1,5.3,6.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,1,1,1,1,1,1,1,0,0,1,0,1,0,5.2,7.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,1,1,0,0,1,0,1,0,0,1,7.4,4.8,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Pseudomonas"
1,0,0,1,0,1,0,1,1,1,0,0,0,1,7.4,3.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,0,0,1,1,1,0,1,0,0,0,1,1,5.0,0.4,"Hepatitis A virus,Shigella spp."
0,0,1,0,1,1,0,1,0,0,0,1,1,0,5.4,2.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
0,0,0,1,0,1,1,0,0,0,1,0,1,1,8.9,12.0,"Salmonella typhi,Shigella spp.,E. coli,Pseudomonas"
0,0,0,1,0,0,0,1,1,1,1,1,0,1,5.8,12.5,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,0,1,1,0,1,0,1,0,1,1,6.9,12.2,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,0,1,1,0,0,0,0,1,0,0,1,6.6,10.4,"Vibrio cholerae,Giardia lamblia,Pseudomonas"
1,1,1,1,0,0,0,0,0,1,1,1,0,0,5.0,0.1,"Shigella spp.,Leptospira,Pseudomonas"
1,0,0,1,1,0,0,0,0,1,1,1,0,0,8.9,1.8,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,1,1,0,0,0,0,1,1,0,0,1,6.9,1.3,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,0,0,1,1,0,0,1,1,1,0,0,0,8.3,13.1,"Salmonella typhi,Pseudomonas"
0,1,1,0,1,0,1,1,0,1,1,1,0,1,5.6,4.6,"Salmonella typhi,Pseudomonas"
1,0,0,1,1,0,1,0,1,1,1,0,1,0,8.0,3.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,0,0,1,1,1,1,1,0,1,0,1,1,0,6.4,7.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,0,0,1,0,0,0,0,1,1,0,0,7.1,10.3,"Salmonella typhi,Pseudomonas"
1,0,1,0,0,1,0,1,0,0,0,0,0,1,5.1,3.2,"Salmonella typhi,Hepatitis A virus"
0,1,1,1,0,0,1,0,1,0,1,0,1,0,6.4,13.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
0,0,1,1,0,1,1,0,1,0,1,1,0,1,8.2,3.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,1,1,1,0,0,0,1,1,0,0,0,7.6,7.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,0,0,0,1,1,0,1,0,1,0,0,1,5.4,9.5,"Salmonella typhi,Pseudomonas"
0,0,0,0,1,0,1,0,0,1,0,0,0,1,8.7,6.3,Hepatitis A virus
1,0,1,1,0,0,0,1,1,1,1,0,1,0,5.5,2.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,1,1,0,0,1,0,1,1,1,1,0,6.8,9.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,0,0,0,0,0,0,1,0,1,1,0,1,0,5.5,11.1,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,1,1,1,1,1,0,1,1,0,0,0,1,1,5.6,8.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,0,0,0,0,1,0,0,1,0,0,1,1,0,5.8,1.0,"Hepatitis A virus,Shigella spp."
0,1,1,0,0,1,0,0,1,0,1,1,0,1,8.6,11.5,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,0,0,0,0,0,1,1,1,0,1,1,1,7.3,4.2,"Shigella spp.,E. coli"
1,1,1,1,1,1,1,0,0,1,1,1,0,0,6.1,4.7,"Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,0,1,0,1,0,1,0,0,1,0,1,1,0,8.0,3.0,"Salmonella typhi,Shigella spp.,Leptospira"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,5.2,0.7,"Shigella spp.,Leptospira,Pseudomonas"
0,0,0,0,0,1,0,1,1,1,0,0,1,0,7.3,1.8,"Hepatitis A virus,Shigella spp."
0,1,0,1,1,0,0,1,1,1,0,0,1,0,6.2,6.5,"Vibrio cholerae,Shigella spp.,E. coli,Giardia lamblia"
1,0,1,0,0,0,0,0,0,0,1,0,1,0,8.6,6.9,"Salmonella typhi,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,0,1,1,1,0,0,0,0,1,0,0,0,1,6.8,7.3,"Hepatitis A virus,Shigella spp."
1,1,1,0,0,1,1,0,1,0,1,0,0,1,7.9,8.1,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
1,1,1,0,0,1,1,1,1,0,1,0,1,1,7.7,5.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,0,1,1,1,1,0,1,1,1,0,1,0,1,8.6,4.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,0,0,1,1,0,0,0,0,0,0,1,0,0,6.7,12.0,"Hepatitis A virus,E. coli"
0,0,1,0,0,0,1,1,0,0,1,0,1,1,8.4,13.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,1,0,0,0,0,1,0,1,1,0,1,0,6.8,1.8,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,1,0,1,0,0,0,0,1,1,0,1,0,8.9,8.3,"Hepatitis A virus,Giardia lamblia,Pseudomonas"
1,0,1,1,1,1,0,1,0,0,1,1,0,0,5.8,0.7,"Hepatitis A virus,Shigella spp.,Leptospira,Pseudomonas"
0,0,0,1,1,0,0,0,0,0,0,1,1,1,8.4,8.9,"Hepatitis A virus,E. coli,Giardia lamblia"
1,0,1,0,0,1,0,0,1,0,0,1,1,0,5.6,2.4,"Salmonella typhi,Hepatitis A virus,Leptospira"
1,1,1,1,0,1,0,0,0,0,1,1,0,0,7.2,1.8,Pseudomonas
1,1,1,1,1,1,1,1,1,0,0,1,0,0,8.8,8.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira,Cryptosporidium"
0,1,0,0,0,1,1,1,1,0,1,1,0,1,6.2,2.0,"Hepatitis A virus,Pseudomonas"
0,1,0,1,0,0,0,0,1,0,1,1,0,1,5.9,7.1,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,1,0,0,1,1,1,1,0,1,1,8.2,13.1,"Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,1,1,0,1,0,1,0,1,0,0,0,0,8.8,8.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,1,0,1,0,0,0,1,1,0,0,0,0,7.6,11.0,"Salmonella typhi,Giardia lamblia"
1,1,1,0,0,1,0,0,1,0,1,0,0,1,6.8,2.7,"Salmonella typhi,Hepatitis A virus"
0,0,1,0,0,0,1,0,0,0,0,0,0,1,6.8,0.9,None
1,0,1,1,0,0,0,1,1,1,0,1,0,0,5.3,11.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
0,0,1,1,1,0,1,0,1,1,0,1,1,0,5.4,11.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,1,0,0,0,1,0,0,0,1,0,1,0,1,7.7,4.4,Salmonella typhi
1,1,1,0,1,0,0,0,1,0,1,1,0,0,6.9,10.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,1,1,0,0,1,0,0,1,1,0,1,1,0,7.7,0.5,"Hepatitis A virus,Shigella spp.,Leptospira"
1,1,1,0,0,1,0,1,1,0,1,0,1,0,5.1,3.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,0,1,1,0,0,1,1,1,1,1,0,1,7.2,7.7,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,1,1,1,0,1,1,1,0,1,0,0,8.8,9.2,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,1,1,0,1,1,0,1,1,0,1,1,0,1,5.6,0.1,"Hepatitis A virus,Leptospira,Pseudomonas"
1,0,1,1,1,1,0,1,1,1,1,1,0,1,6.7,10.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,1,1,0,0,1,1,0,1,0,0,0,1,1,8.9,9.0,"Salmonella typhi,Hepatitis A virus,Shigella spp."
0,0,1,0,1,1,0,1,1,0,0,1,1,1,8.7,1.8,"Shigella spp.,Leptospira"
1,1,0,1,1,1,0,0,1,0,1,0,0,0,5.1,2.0,"Hepatitis A virus,Shigella spp.,Pseudomonas"
1,0,1,1,1,1,1,0,1,1,0,1,0,0,6.3,8.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,1,1,1,1,0,1,1,0,0,0,0,0,0,5.3,4.4,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
0,1,0,0,1,1,1,1,0,0,0,1,0,0,6.3,13.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Giardia lamblia"
0,1,1,1,0,0,0,1,1,1,1,1,0,0,7.1,13.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,0,0,1,0,0,0,0,0,0,1,0,5.0,10.6,"Vibrio cholerae,Shigella spp.,E. coli,Cryptosporidium"
0,1,0,0,0,0,1,1,0,0,0,0,0,0,5.3,12.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
0,0,1,1,1,1,0,0,1,1,1,1,1,1,6.4,13.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,1,0,1,1,1,0,1,1,1,1,0,1,1,5.0,12.3,"Salmonella typhi,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,0,1,1,1,0,1,0,1,0,0,0,1,6.3,5.2,"Vibrio cholerae,Shigella spp.,E. coli,Giardia lamblia"
1,1,1,0,1,0,1,1,0,0,1,1,0,1,8.5,2.5,"Salmonella typhi,Hepatitis A virus,Leptospira,Pseudomonas"
1,0,0,0,1,1,0,1,0,1,1,1,1,1,8.0,6.9,"Hepatitis A virus,E. coli,Pseudomonas"
1,1,0,0,1,1,1,1,0,0,0,0,0,0,7.1,12.6,"Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
0,0,0,1,0,0,1,1,0,1,1,1,0,1,6.8,4.7,"Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,0,0,1,0,0,1,0,1,1,1,0,1,6.7,7.6,"Vibrio cholerae,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,1,0,1,1,0,0,0,1,0,0,0,6.9,6.2,"Vibrio cholerae,Shigella spp.,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,0,1,1,1,0,0,0,0,0,1,1,1,8.1,3.8,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,1,1,1,1,0,0,1,1,1,0,0,0,8.5,14.7,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,0,1,0,0,1,0,1,0,0,1,0,0,0,5.7,13.8,"Vibrio cholerae,Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
1,0,1,1,0,0,0,1,0,0,0,1,0,0,7.2,10.4,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Leptospira"
1,1,1,1,0,1,1,1,0,0,0,1,0,0,6.0,13.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
1,1,0,0,1,1,0,0,0,0,0,0,1,1,8.2,6.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,1,0,1,0,0,1,1,1,1,0,0,1,0,8.4,4.0,Shigella spp.
0,1,0,1,0,1,1,0,1,0,0,1,0,1,5.4,13.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,0,0,0,0,0,1,0,0,1,1,0,0,7.0,2.0,"Hepatitis A virus,Pseudomonas"
1,1,1,1,1,0,0,1,0,0,1,0,0,0,5.9,5.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,0,1,1,0,0,1,0,1,1,1,1,0,1,5.7,7.0,"Shigella spp.,E. coli,Leptospira,Pseudomonas"
1,1,0,0,0,0,1,0,0,0,1,1,1,1,5.2,12.5,"Vibrio cholerae,Shigella spp.,E. coli,Pseudomonas"
1,1,1,0,1,1,0,1,0,0,1,0,0,1,5.0,13.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia"
1,1,1,1,1,0,0,1,1,1,1,1,1,1,8.7,1.6,"Hepatitis A virus,Shigella spp.,Leptospira,Pseudomonas"
0,0,1,0,1,0,1,1,1,0,0,0,1,0,5.5,8.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,0,0,1,1,0,0,0,1,1,0,1,0,0,7.1,5.0,None
0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.3,9.4,"Salmonella typhi,Giardia lamblia"
1,1,1,0,0,1,0,0,1,0,0,0,1,1,7.8,9.2,"Salmonella typhi,Shigella spp.,E. coli,Cryptosporidium"
1,0,1,0,0,0,1,1,0,0,1,0,0,1,5.9,11.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Pseudomonas"
0,1,0,1,1,1,1,1,1,0,0,1,1,0,7.3,12.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,1,0,1,1,0,1,1,0,1,0,1,0,8.3,8.7,"Salmonella typhi,Giardia lamblia"
0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.9,1.1,"Hepatitis A virus,Pseudomonas"
0,0,1,0,1,0,1,0,1,1,0,1,1,0,5.5,2.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
0,0,1,1,0,1,0,1,1,0,0,1,1,0,6.7,8.2,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
0,0,0,1,0,0,0,0,0,1,0,1,0,1,7.6,14.5,"Shigella spp.,E. coli,Giardia lamblia"
1,0,0,1,0,1,1,1,0,1,1,0,0,1,5.9,3.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,1,0,0,1,0,0,1,0,1,0,1,1,8.8,3.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,0,0,0,0,0,1,0,0,1,1,0,0,6.7,13.9,"Vibrio cholerae,Hepatitis A virus,Pseudomonas"
0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.4,2.3,Pseudomonas
0,0,0,0,0,1,0,0,1,1,0,0,0,0,6.5,12.8,"Salmonella typhi,Hepatitis A virus"
0,0,1,0,1,1,0,0,1,0,0,1,1,0,5.2,6.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
0,1,1,0,1,1,0,0,0,1,0,0,0,0,6.1,4.0,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,1,1,1,0,0,1,1,1,0,1,0,0,0,6.2,12.8,"Vibrio cholerae,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,1,1,1,1,0,0,0,1,1,0,1,0,1,6.6,1.6,Hepatitis A virus
1,1,0,1,1,1,0,0,0,0,0,1,0,0,6.3,9.5,"Vibrio cholerae,Hepatitis A virus,E. coli,Giardia lamblia,Cryptosporidium"
0,0,0,1,0,0,0,1,0,0,1,1,1,0,8.7,7.2,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,1,1,1,1,0,1,0,0,1,0,1,0,7.3,9.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
0,0,0,1,1,1,0,0,0,1,0,1,0,1,8.2,2.0,"Hepatitis A virus,Shigella spp."
0,0,1,0,1,1,0,1,0,0,1,0,0,0,8.5,2.3,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,0,1,1,1,1,1,0,1,1,1,0,0,1,8.5,14.1,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,1,0,1,1,0,0,0,1,0,1,1,1,8.5,10.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
0,1,1,1,1,0,1,1,0,1,0,1,0,1,7.5,1.1,"Hepatitis A virus,Shigella spp.,Leptospira"
0,0,1,0,0,1,0,0,1,1,1,1,1,0,6.5,0.2,"Hepatitis A virus,Shigella spp.,Leptospira,Pseudomonas"
0,0,0,1,1,1,1,1,1,1,0,1,0,0,8.0,1.0,Shigella spp.
1,1,0,0,0,1,0,0,1,1,1,0,1,0,5.5,10.8,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,0,0,0,1,1,1,1,0,1,1,0,0,0,5.6,14.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,1,1,0,1,0,1,1,1,0,1,1,6.2,7.4,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,0,0,0,0,0,0,1,0,1,0,1,1,7.6,3.1,"Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,1,0,1,0,1,0,1,0,1,1,1,1,7.9,11.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,1,1,1,0,1,1,0,1,0,1,0,0,5.5,2.8,"Shigella spp.,Leptospira"
1,1,1,1,1,0,0,0,1,0,0,1,1,1,7.8,9.7,"Shigella spp.,Giardia lamblia,Leptospira,Cryptosporidium"
1,1,0,1,1,0,0,1,0,1,0,1,0,0,8.8,0.2,Hepatitis A virus
1,0,1,0,0,0,1,0,1,1,0,1,0,1,7.2,10.7,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
1,1,0,0,0,1,1,1,1,1,0,1,1,0,7.7,14.3,"Salmonella typhi,Hepatitis A virus,Cryptosporidium"
0,0,1,0,1,0,1,0,1,0,1,0,1,0,8.5,10.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,0,0,1,1,0,0,1,1,0,0,1,1,6.7,12.1,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,0,0,0,0,0,0,0,1,1,0,1,6.8,12.5,Pseudomonas
0,1,1,0,1,1,1,1,1,1,0,1,1,0,6.0,13.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
0,0,1,1,1,0,1,0,1,1,0,1,0,0,7.1,9.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.9,13.1,"Vibrio cholerae,Salmonella typhi,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,0,1,1,0,1,0,1,1,0,1,0,0,8.5,8.4,"Salmonella typhi,Hepatitis A virus,E. coli,Cryptosporidium"
0,1,1,1,0,1,1,0,0,1,1,0,1,0,6.9,7.3,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,1,1,0,0,0,0,0,1,1,1,0,6.9,14.5,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,0,1,0,0,1,1,1,0,1,1,1,0,5.2,10.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,1,1,0,0,0,1,1,1,0,1,0,0,7.2,2.0,"Hepatitis A virus,Shigella spp.,Leptospira"
1,0,1,0,1,1,1,0,1,0,1,1,1,0,7.4,10.1,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,1,0,1,0,0,0,1,1,1,0,1,5.9,3.5,"Salmonella typhi,Shigella spp.,Giardia lamblia,Pseudomonas"
0,0,0,1,1,1,1,0,0,0,1,0,0,0,6.2,14.3,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas"
0,0,1,0,1,1,0,1,1,1,1,1,0,1,8.7,11.8,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Leptospira,Pseudomonas"
1,1,1,1,0,1,0,0,0,0,0,0,1,0,5.8,10.7,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Cryptosporidium"
0,0,1,1,1,1,0,1,1,0,0,0,1,0,8.4,11.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,1,0,1,1,1,1,1,1,1,0,0,0,0,7.8,11.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,1,0,0,1,0,1,0,1,1,0,1,1,6.9,7.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,1,0,1,1,0,0,1,0,1,0,0,1,0,7.2,12.9,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,0,1,0,1,0,0,1,0,1,0,7.3,12.3,"Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,0,1,1,1,0,0,0,1,0,0,1,1,1,7.1,10.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
1,0,1,0,1,1,0,0,1,0,0,1,1,0,6.3,4.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira"
1,1,0,0,0,0,0,0,0,0,1,0,0,0,5.9,11.2,"Vibrio cholerae,E. coli,Pseudomonas"
1,1,0,1,1,1,1,0,0,0,0,1,1,1,6.6,7.4,"Vibrio cholerae,Salmonella typhi,E. coli,Giardia lamblia,Cryptosporidium"
